,names,posFtNegLbl,posFtPosLbl,negFtNegLbl,negFtPosLbl,elseCase,timing
1020,FERRITIN,105,14,2103,211,0,0.0008308887481689453
1021,IRON <SIDEREMIA>,458,56,1750,169,0,0.0008392333984375
1022,FOLATES,27,8,2181,217,0,0.0008337497711181641
1023,FSH <FOLLITROPIN>,17,0,2191,225,0,0.0008301734924316406
1024,ALKALINE PHOSPHATASE,91,8,2117,217,0,0.0008347034454345703
1025,INORGANIC PHOSPHATE <S>,5,2,2203,223,0,0.0008299350738525391
1026,PHOSPHORUS,23,5,2185,220,0,0.0008270740509033203
1027,GAMMA GT <GAMMA GLUTAMIL TRANSP.> <S>,519,85,1689,140,0,0.0008349418640136719
1028,GLUCOSE LOAD CURVE 75 gr withdrawal 2h,7,1,2201,224,0,0.0008280277252197266
1029,GLYCEMIA,551,98,1657,127,0,0.0008518695831298828
1030,PREGNANCY TEST,2,0,2206,225,0,0.0008299350738525391
1031,CHORIONIC GONADOTROPIN free beta<S>,11,1,2197,224,0,0.0008230209350585938
1032,GLYCATED HEMOGLOBIN,14,91,2194,134,0,0.0008261203765869141
1033,BENCE JONES URINE,24,4,2184,221,0,0.0008177757263183594
1034,LDH <LACTATE DEHYDROGENASE>,30,3,2178,222,0,0.0008490085601806641
1035,LIPASE,31,7,2177,218,0,0.0008540153503417969
1036,SPERMIOGRAM <FERTILITY INDEX>,8,0,2200,225,0,0.0008380413055419922
1037,LITHIUM,0,1,2208,224,0,0.0008249282836914062
1038,LH <LUTEOTROPIN> <S>,14,0,2194,225,0,0.0008420944213867188
1039,TOTAL MAGNESIUM,22,5,2186,220,0,0.0008308887481689453
1040,MICROALBUMINURIA,1,19,2207,206,0,0.0008401870727539062
1041,HOMOCYSTEINE,3,0,2205,225,0,0.0008268356323242188
1042,GH <SOMATOTROPIC HORMONE>,2,0,2206,225,0,0.000820159912109375
1043,OXALATE urine,1,0,2207,225,0,0.0008499622344970703
1044,PTH <PARATORMONE>,7,2,2201,223,0,0.0008270740509033203
1045,BRAIN NATRIURETIC PEPTIDE (BNP or NT),37,10,2171,215,0,0.0008220672607421875
1046,POTASSIUM,473,90,1735,135,0,0.0008339881896972656
1047,PROGESTERONE,8,0,2200,225,0,0.0008218288421630859
1048,PRL <PROLACTIN>,17,0,2191,225,0,0.0008211135864257812
1049,PROTIDOGRAM + TOTAL PROTEINS,430,66,1778,159,0,0.0008411407470703125
1050,PROTEINURIA,8,1,2200,224,0,0.0008208751678466797
1051,URINARY PROTEIN ELECTROPHORESIS,1,0,2207,225,0,0.0008368492126464844
1052,RENINA,4,0,2204,225,0,0.0008692741394042969
1053,SODIUM,275,63,1933,162,0,0.0008318424224853516
1054,SOMATOMEDINA C,1,0,2207,225,0,0.0008158683776855469
1055,TESTOSTERONE <P>,7,0,2201,225,0,0.0008208751678466797
1056,FREE TESTOSTERONE,4,0,2204,225,0,0.0008549690246582031
1057,TG <THYROGLOBULIN>,5,3,2203,222,0,0.0008180141448974609
1058,TSH <THYROTROPIN>,194,27,2014,198,0,0.0008270740509033203
1059,T4 FREE <FREE THYROXINE>,62,10,2146,215,0,0.0008490085601806641
1060,TRANSFERRIN ferrobinding capacity,4,1,2204,224,0,0.0008139610290527344
1061,TRANSFERRIN,10,3,2198,222,0,0.0008220672607421875
1062,TRIGLYCERIDES,359,64,1849,161,0,0.0008299350738525391
1063,T3 FREE <FREE TRIODOTYRONINE>,22,2,2186,223,0,0.0008180141448974609
1064,URICEMIA,443,82,1765,143,0,0.0008292198181152344
1065,UREA <AZOTEMIA>,190,38,2018,187,0,0.0008199214935302734
1066,Complete urine exam,514,77,1694,148,0,0.0008349418640136719
1067,VITAMIN D,28,2,2180,223,0,0.0008139610290527344
1068,ZINC,3,0,2205,225,0,0.0008289813995361328
1069,LAC <LUPUS-LIKE ANTICOAGULANT>,1,0,2207,225,0,0.0008351802825927734
1070,ANTI-CITRULLINE ANTIBODIES,22,1,2186,224,0,0.0008218288421630859
1071,ANTI CARDIOLIPIN Ab (IgG IgA),3,0,2205,225,0,0.0008268356323242188
1072,GLUTAMAMIA ANTICARBOXYLASE ANTIBODIES,1,0,2207,225,0,0.0008182525634765625
1073,Ab ANTI GASTR PARIETAL CELLS. <PCA>,3,0,2205,225,0,0.0008528232574462891
1074,ANTI NEUTROPHILE CYTOPLASM Ab <ANCA>,1,0,2207,225,0,0.0008268356323242188
1075,Ab ANTI NATIVE DNA,7,0,2201,225,0,0.000820159912109375
1076,INDIRECT COOMBS TEST,14,1,2194,224,0,0.0008339881896972656
1077,Ab ANTI TRANSGLUTAMINASE,11,1,2197,224,0,0.0008161067962646484
1078,Ab ANTI PANCREATIC ISSULA <ICA>,1,0,2207,225,0,0.0008556842803955078
1079,ANTI THYROPEROXIDASE Ab <AbTPO>,20,3,2188,222,0,0.0008292198181152344
1080,Ab ANTI LIVER AND KIDNEY MICROSOMES <LKMA>,1,0,2207,225,0,0.0008289813995361328
1081,Ab ANTI MITOCHONDRIA <AMA>,2,0,2206,225,0,0.0008158683776855469
1082,Ab ANTI SMOOTH MUSCLE <ASTHMA>,2,0,2206,225,0,0.0008192062377929688
1083,ANTI NUCLEUS Ab <ANA>,19,1,2189,224,0,0.000823974609375
1084,AB ANTI TSH RECEPTORS<TRAB>,4,0,2204,225,0,0.0008180141448974609
1085,ANTI THYROGLOBULIN Ab <TG>,13,3,2195,222,0,0.0008180141448974609
1086,CA 125 <CARBOHYDRATE ANTIGEN 125>,11,1,2197,224,0,0.0008981227874755859
1087,CA 15.3 <CARBOHYDRATE ANTIGEN>,23,2,2185,223,0,0.0008249282836914062
1088,CA 19.9 <CARBOHYDRATE ANTIGEN>,29,10,2179,215,0,0.001219034194946289
1089,CA 72-4 <CARBOHYDRATE ANTIGEN 72-4>,0,1,2208,224,0,0.001008749008178711
1090,CEA <EMBRYONIC CARCINO ANTIGEN>,51,12,2157,213,0,0.001051187515258789
1091,TPA <TISSUE POLYPEPTIDE ANTIGEN>,0,1,2208,224,0,0.0011987686157226562
1092,PSA <PROSTATIC SPECIFIC ANTIGEN>,131,19,2077,206,0,0.0012278556823730469
1093,PSA FREE,28,7,2180,218,0,0.0008511543273925781
1094,HLA B27 <Ag>,1,0,2207,225,0,0.000823974609375
1095,ANTITHROMBIN III,8,0,2200,225,0,0.0008392333984375
1096,DIRECT COOMBS TEST,3,0,2205,225,0,0.0008356571197509766
1097,COMPLEMENT: C3,7,0,2201,225,0,0.0008370876312255859
1098,CRYOGLOBULIN RESEARCH,1,0,2207,225,0,0.0008428096771240234
1099,D DIMER (EIA),8,0,2200,225,0,0.0008502006530761719
1100,BLOOD CHROME+FORMULA,615,92,1593,133,0,0.0008387565612792969
1101,BONE Marrow EXAMINATION,1,0,2207,225,0,0.0008189678192138672
1102,RHEUMATOID FACTOR <RHEUMA TEST>,19,1,2189,224,0,0.0008220672607421875
1103,CLOTTING FACTOR II,1,0,2207,225,0,0.0008361339569091797
1104,FIBRINOGEN,17,0,2191,225,0,0.0008451938629150391
1105,BLOOD GROUP ABO and Rh,18,1,2190,224,0,0.0008370876312255859
1106,HEMOGLOBIN ELECTROPHORESIS,2,0,2206,225,0,0.0008280277252197266
1107,SPECIFIC IgE: QUANTITATIVE RAST 12 per.,2,0,2206,225,0,0.0008280277252197266
1108,IGE TOTALI-PRIST,3,0,2205,225,0,0.0008258819580078125
1109,IMMUNOFIXATION,6,2,2202,223,0,0.0008108615875244141
1110,IgG IMMUNOGLOBULINS,30,8,2178,217,0,0.0008428096771240234
1111,INTRADERMOREACTION WITH PPD,3,1,2205,224,0,0.0008230209350585938
1112,PROTEIN C ANTICOAGULANT ANTIGEN,1,0,2207,225,0,0.000823974609375
1113,PCR <C-REACTIVE PROTEIN>,137,23,2071,202,0,0.0008258819580078125
1114,FREE PROTEIN S,1,0,2207,225,0,0.0008289813995361328
1115,TOTAL PROTEIN S,1,0,2207,225,0,0.0008170604705810547
1116,TRANSFUSION COMPATIBILITY CROSS TEST.,1,1,2207,224,0,0.0008311271667480469
1117,WR <WAALER ROSE REACTION>,1,0,2207,225,0,0.0008368492126464844
1118,RETICULOCYTES,11,6,2197,219,0,0.0008499622344970703
1119,PT <PROTHROMBIN TIME INR>,70,13,2138,212,0,0.0008299350738525391
1120,PTT <PARTIAL THROMBOPLASTIN TIME>,47,2,2161,223,0,0.0008268356323242188
1121,TINE TEST <TEST TINE>,1,0,2207,225,0,0.0008172988891601562
1122,HLA-B GENOMIC TYPING,1,0,2207,225,0,0.0008237361907958984
1123,TYPING SUBPOPULATIONS C. BLOOD,3,0,2205,225,0,0.0008282661437988281
1124,TROPONIN I,12,1,2196,224,0,0.0008308887481689453
1125,VES,435,63,1773,162,0,0.0008268356323242188
1126,HELICOBACTER PYLORI STOOLS <HpSA>,2,0,2206,225,0,0.0008289813995361328
1127,Ab ANTI BORRELIA,1,0,2207,225,0,0.0008130073547363281
1128,CLOSTRIDIUM DIFFICLE RESEARCH D. e.i.a.,1,0,2207,225,0,0.0008189678192138672
1129,OXYURI RESEARCH PERIANAL MATERIAL,2,0,2206,225,0,0.0008218288421630859
1130,CONJUNCTIVAL SWAB microrg.+liev,6,1,2202,224,0,0.0008389949798583984
1131,VAGINAL swab,32,3,2176,222,0,0.0008258819580078125
1132,PHARYNGEAL SWAB,17,1,2191,224,0,0.000827789306640625
1133,URINE CULTURE <URINE CULTURE>,72,11,2136,214,0,0.0008320808410644531
1134,COPROCULTURE <STOOL CULTURE>,5,0,2203,225,0,0.0008180141448974609
1135,Ab ANTI LISTERIA,1,0,2207,225,0,0.0008599758148193359
1136,FECI culture for fungi,4,0,2204,225,0,0.0008420944213867188
1137,TSHR,153,17,2055,208,0,0.0008637905120849609
1138,PSAR,91,22,2117,203,0,0.0008301734924316406
1139,STOOL PARASITES,8,0,2200,225,0,0.0008218288421630859
1140,TETANUS IgG,2,0,2206,225,0,0.0008342266082763672
1141,WEIL-FELIX Ab ANTI RICKETTSIE,1,0,2207,225,0,0.0008299350738525391
1142,Ab SALMONELLE AND BRUCELLE <WIDAL-WRIGHT>,1,0,2207,225,0,0.0008540153503417969
1143,TASO <Ab ANTI ANTISTREPTOLYSIN-O>,10,0,2198,225,0,0.0008599758148193359
1144,STREPTOZYME TEST,1,0,2207,225,0,0.0008227825164794922
1145,TOXOPLASMA ANTIBODY Total (E.I.A.),18,1,2190,224,0,0.0008261203765869141
1146,TREPONEMA PALLIDUM TPHA qualitative,3,0,2205,225,0,0.0008132457733154297
1147,TREPONEMA PALLIDUM TPHA quantitative,12,1,2196,224,0,0.0008299350738525391
1148,TREPONEMA PALLIDUM VDRL,6,0,2202,225,0,0.0008230209350585938
1149,ROTAVIRUS RESEARCH,1,0,2207,225,0,0.0008378028869628906
1150,EPSTEIN BAR VCA IgM,2,0,2206,225,0,0.00086212158203125
1151,CYTOMEGALOVIRUS Ab <ANTIBODIES> f.c.,24,1,2184,224,0,0.0008299350738525391
1152,HEPATITIS A Ab [HAV],5,0,2203,225,0,0.0008330345153808594
1153,HEPATITIS A IgM [HAV],1,0,2207,225,0,0.0008308887481689453
1154,HEPATITIS B DNA (P.C.R.) [HBV],1,0,2207,225,0,0.0008220672607421875
1155,HEPATITIS B HBcAg Ab [HBV],3,1,2205,224,0,0.00081634521484375
1156,HEPATITIS B HBcAg IgM [HBV],1,0,2207,225,0,0.0008208751678466797
1157,HEPATITIS B HBeAg Ab [HBV],2,0,2206,225,0,0.0008358955383300781
1158,HEPATITIS B HBsAg Ab [HBV],9,1,2199,224,0,0.0008399486541748047
1159,HEPATITIS B HBsAg Ag [HBV] [AU ANTIGEN],46,5,2162,220,0,0.0008242130279541016
1160,HEPATITIS C RNA QUALITATIVE ANALYSIS [HCV],1,0,2207,225,0,0.0008270740509033203
1161,HEPATITIS C RNA (P.C.R.) [HCV],9,1,2199,224,0,0.0008289813995361328
1162,HEPATITIS C Ab [HCV],45,4,2163,221,0,0.0008249282836914062
1163,HEPATITIS C GENOMIC TYPING [HCV],6,1,2202,224,0,0.0008561611175537109
1164,EPSTEIN BARR VIRUS [EBV] ANTIBODY (EA or EBNA or VCA) (E.I.A.),2,0,2206,225,0,0.0008220672607421875
1165,EPSTEIN BARR Ab <EBV> <EBNA>,1,0,2207,225,0,0.0008230209350585938
1166,HERPES VIRUS Ab f.c.,10,1,2198,224,0,0.0008409023284912109
1167,HIV RNA (P.C.R.),1,0,2207,225,0,0.0008499622344970703
1168,ANTI HIV Ab 1-2,24,2,2184,223,0,0.0008139610290527344
1169,Ab ANTI MEASLES,2,0,2206,225,0,0.0008289813995361328
1170,Mumps IgG,1,0,2207,225,0,0.000823974609375
1171,MUMPS Ab <ANTIBODIES> f.c.,1,0,2207,225,0,0.0008320808410644531
1172,Ab ANTI PARVOVIRUS,1,0,2207,225,0,0.0008461475372314453
1173,RUBELLA VIRUS ANTIBODY <RUBEO TEST>,12,1,2196,224,0,0.0008268356323242188
1174,VARICELLA ZOSTER IgG,2,0,2206,225,0,0.0008172988891601562
1175,VARICELLA ZOSTER Ab <ANTIBODIES> f.c.,3,0,2205,225,0,0.0008368492126464844
1176,PAP TEST <VAGINAL CYTOLOGICAL>,27,3,2181,222,0,0.0008230209350585938
1177,CYTOLOGICAL BY NEEDLE ASPIRATION,8,0,2200,225,0,0.0008740425109863281
1178,URINE CYTOLOGICAL,6,1,2202,224,0,0.0008609294891357422
1179,HISTOPATHOLOGY ORAL CAVITY BIOPSY,1,0,2207,225,0,0.0008289813995361328
1180,HISTOPATHOLOGY Excisional SKIN BIOPSY,17,4,2191,221,0,0.0008401870727539062
1181,HISTOPATHOLOGY SOFT TISSUES incisional,1,0,2207,225,0,0.00084686279296875
1182,HISTOPATHOLOGY Single DIGESTIVE BIOPSY,1,0,2207,225,0,0.0008139610290527344
1183,HISTOPATHOLOGY Multiple DIGESTIVE BIOPSY,3,0,2205,225,0,0.0008320808410644531
1184,HISTOPATHOLOGY PLEURAL BIOPSY,1,0,2207,225,0,0.0008199214935302734
1185,HISTOPATHOLOGY CERVICAL BIOPSY,1,0,2207,225,0,0.0008561611175537109
1186,HISTOPATHOLOGY ENDOCERVICAL POLYPECTOMY,1,0,2207,225,0,0.0008220672607421875
1187,HISTOPATHOLOGY BREAST BIOPSY,1,0,2207,225,0,0.000843048095703125
1188,HISTOPATHOLOGY LYMPH NODE BIOPSY,1,0,2207,225,0,0.0008449554443359375
1189,PRICK TEST <ALLERGOLOGICAL TEST>,4,0,2204,225,0,0.0008451938629150391
1190,THYROID SPARKS,3,0,2205,225,0,0.000843048095703125
1191,CARDIAC TOMOSCENTS <PET> rest + stimulation,1,0,2207,225,0,0.0008418560028076172
1192,CARDIAC TOMOSCINTIS <SPET> after stimulus,4,0,2204,225,0,0.0008280277252197266
1193,TOTAL BODY BONE SHINS,3,0,2205,225,0,0.0008339881896972656
1194,GLOBAL BODY TOMOSCENT (PET),2,1,2206,224,0,0.0008261203765869141
1195,EMG <ELECTROMIGRAPHY>,13,1,2195,224,0,0.0008349418640136719
1196,Individual MOTOR REEDUCATION,2,0,2206,225,0,0.0008401870727539062
1197,Individual SEGM. MOTOR REEDUCATION,3,1,2205,224,0,0.0008478164672851562
1198,PHYSIOKINESTHERAPY,15,2,2193,223,0,0.0008280277252197266
1199,Individual proprioceptive postural exercises.,2,0,2206,225,0,0.0008401870727539062
1200,PROPRIOCEPTIVE POSTURAL EXERCISES.,1,0,2207,225,0,0.0008249282836914062
1201,MASSAGES,1,0,2207,225,0,0.0008187294006347656
1202,ANALGESIC ELECTROTHERAPY: TENS,3,1,2205,224,0,0.0008313655853271484
1203,MUSCLE ELECTROSTIMULATIONS,3,0,2205,225,0,0.0008409023284912109
1204,MAGNETIC THERAPY,13,2,2195,223,0,0.0008652210235595703
1205,ULTRASOUND THERAPY in water,2,0,2206,225,0,0.0008647441864013672
1206,ELASTIC ADHESIVE BANDAGE,1,0,2207,225,0,0.0008249282836914062
1207,Individual SPEECH RE-EDUCATION,2,0,2206,225,0,0.0008230209350585938
1208,INTELLECTUAL IMPAIRMENT TEST,8,3,2200,222,0,0.0008249282836914062
1209,PSYCHOLOGICAL INTERVIEW <V.PSICOLOGICA>,1,0,2207,225,0,0.0008211135864257812
1210,V. PSYCHIATRIC CONTROL,6,0,2202,225,0,0.00084686279296875
1211,V. PSYCHIATRIC <PSYCHIATRIC INTERVIEW>,11,0,2197,225,0,0.0008261203765869141
1212,V. OPHELISTICS,90,11,2118,214,0,0.0008599758148193359
1213,FIELD OF VISION <CAMPIMETRY>,15,2,2193,223,0,0.0008440017700195312
1214,FUNDUS OCULAR <FUNDUS>,2,7,2206,218,0,0.0009710788726806641
1215,FLUORANGIOGRAPHY<FLUORESCENT ANGIOGRAPHY>,3,1,2205,224,0,0.0008556842803955078
1216,CORNEAL PACHYMETRY,0,1,2208,224,0,0.0008471012115478516
1217,OPTICAL COHERENCE TOMOGRAPHY,12,2,2196,223,0,0.0029549598693847656
1218,ERG <ELECTRORETINOGRAPHY><FLASHPATTERN>,1,0,2207,225,0,0.0008351802825927734
1219,EOG <ELECTROOCULOGRAPHY>,1,0,2207,225,0,0.0008866786956787109
1220,VEP <VISUAL EVOKED POTENTIALS>,1,0,2207,225,0,0.0008349418640136719
1221,TONE AUDIOMETRIC EXAM,15,3,2193,222,0,0.0008289813995361328
1222,AUTOMATIC AUDIOMETRY,4,0,2204,225,0,0.0008251667022705078
1223,IMPEDENZOMETRY,1,0,2207,225,0,0.0008211135864257812
1224,VESTIBULAR TEST caloric tests,2,0,2206,225,0,0.0008287429809570312
1225,VESTIBULAR TEST positional tests,1,0,2207,225,0,0.0008361339569091797
1226,VESTIBULAR TEST rotational tests,1,0,2207,225,0,0.0008068084716796875
1227,WOUND DRESSING,34,9,2174,216,0,0.0008120536804199219
1228,EXTRACORPOREAL LITHOTRIPSY,1,0,2207,225,0,0.0008320808410644531
1229,BLOOD OR BLOOD COMPONENTS TRANSFUSION,2,1,2206,224,0,0.0008130073547363281
1230,INFUSION OF OTHER PHARMACEUTICAL SUBSTANCES,4,0,2204,225,0,0.0008299350738525391
1231,DISPOSABLE SYRINGES FOR INSULIN,0,1,2208,224,0,0.000827789306640625
1232,GLUCOSE TEST STRIPS,0,3,2208,222,0,0.000843048095703125
1233,INHALATION TREATMENTS,26,6,2182,219,0,0.0008311271667480469
1234,THERMAL TREATMENTS,0,1,2208,224,0,0.0008180141448974609
1235,AMBULANCE TRANSPORT,1,0,2207,225,0,0.0008251667022705078
1236,INTRAMUSCULAR INJECTION AMBUL. NURSE.,0,1,2208,224,0,0.0008509159088134766
1237,URINE COLLECTION BAGS,11,0,2197,225,0,0.0008261203765869141
1238,DRESSINGS IN THE NURSING CENTER,1,3,2207,222,0,0.0008280277252197266
1239,ACE CONVERTING ENZYME,1,0,2207,225,0,0.0008509159088134766
1240,LANCET LANCETS,0,1,2208,224,0,0.0008440017700195312
1241,REMOVAL OF STITCHES,2,1,2206,224,0,0.0009069442749023438
1242,HEIGHT,23,15,2185,210,0,0.0008878707885742188
1243,WEIGHT,24,16,2184,209,0,0.0008590221405029297
1244,BMI<BODY MASS INDEX>,21,15,2187,210,0,0.0008461475372314453
1245,SMOKE,7,2,2201,223,0,0.0008158683776855469
1246,mmse mini mental state examination,1,0,2207,225,0,0.0008380413055419922
1247,CLEARANCE CREATININE (COCKROFT),104,52,2104,173,0,0.0008199214935302734
1248,GFR estimated with MDRD formula,12,77,2196,148,0,0.0008258819580078125
1249,only Case I,0,0,0,0,17,0.0005052089691162109
1250,'ACENOCUMAROLO',2,0,2206,225,0,0.0008399486541748047
1251,'ACETAZOLAMIDE',5,1,2203,224,0,0.0008261203765869141
1252,'ACETILCARNITINA',7,0,2201,225,0,0.0008270740509033203
1253,'ACETILCISTEINA',20,4,2188,221,0,0.0008251667022705078
1254,'ACICLOVIR',5,0,2203,225,0,0.0008399486541748047
1255,'ACIDO ACETILSALICILICO',160,58,2048,167,0,0.0008380413055419922
1256,'ACIDO ALENDRONICO',8,1,2200,224,0,0.0008671283721923828
1257,'ACIDO ALENDRONICO E COLECALCIFEROLO',5,2,2203,223,0,0.0008418560028076172
1258,'ACIDO ALGINICO',16,1,2192,224,0,0.0008258819580078125
1259,'ACIDO ASCORBICO (VIT. C)',1,0,2207,225,0,0.0008981227874755859
1260,'ACIDO CROMOGLICICO',2,0,2206,225,0,0.000820159912109375
1261,'ACIDO CROMOGLICICO ASSOCIAZIONI',1,0,2207,225,0,0.0008313655853271484
1262,'ACIDO FOLICO',21,5,2187,220,0,0.0008301734924316406
1263,'ACIDO IALURONICO',4,0,2204,225,0,0.0008330345153808594
1264,'ACIDO IBANDRONICO',0,1,2208,224,0,0.0008289813995361328
1265,'ACIDO PIPEMIDICO',1,0,2207,225,0,0.00084686279296875
1266,'ACIDO RISEDRONICO',8,0,2200,225,0,0.0008251667022705078
1267,'ACIDO TRANEXAMICO',3,0,2205,225,0,0.0008330345153808594
1268,'ACIDO URSODESOSSICOLICO',26,6,2182,219,0,0.0008246898651123047
1269,'ACIDO VALPROICO',8,1,2200,224,0,0.0008330345153808594
1270,'ACITRETINA',0,2,2208,223,0,0.0008499622344970703
1271,'ACLIDINIO BROMURO',1,0,2207,225,0,0.0008459091186523438
1272,'ADEMETIONINA',3,1,2205,224,0,0.0008261203765869141
1273,'ALCALOIDI DELLOPPIO E SUOI DERIVATI',1,3,2207,222,0,0.000823974609375
1274,'ALFACALCIDOLO',6,3,2202,222,0,0.000820159912109375
1275,'ALFUZOSINA',15,4,2193,221,0,0.0008227825164794922
1276,'ALIMENTI DESTINATI A FINI SPECIALI (ALTRI)',1,0,2207,225,0,0.000820159912109375
1277,'ALLOPURINOLO',79,27,2129,198,0,0.0008218288421630859
1278,'ALMOTRIPTAN',6,0,2202,225,0,0.000823974609375
1279,'ALOPERIDOLO',5,1,2203,224,0,0.0008330345153808594
1280,'ALPRAZOLAM',52,3,2156,222,0,0.000843048095703125
1281,'ALTRE SOSTANZE CAPILLAROPROTETTRICI',4,1,2204,224,0,0.0008199214935302734
1282,'ALTRE SOSTANZE X TRATT.DI EMORROIDI E RAGADI ANALI U.TOPICO',10,4,2198,221,0,0.0008182525634765625
1283,'ALTRI ANTIEMICRANICI',4,0,2204,225,0,0.0008168220520019531
1284,'ALTRI CICATRIZZANTI',1,0,2207,225,0,0.0008251667022705078
1285,'ALTRI FARMACI DEL SISTEMA NERVOSO',4,1,2204,224,0,0.0008368492126464844
1286,'ALTRI FARMACI PER LE AFFEZIONI DEL SISTEMA MUSCOLO-SCHELETRI',1,0,2207,225,0,0.0008189678192138672
1287,'ALTRI PREPARATI',2,0,2206,225,0,0.0008208751678466797
1288,'ALTRI PSICOSTIMOLANTI E NOOTROPI',3,0,2205,225,0,0.0008420944213867188
1289,'ALTRI UROLOGICI',1,0,2207,225,0,0.0008170604705810547
1290,'ALTRI VACCINI BATTERICI',6,0,2202,225,0,0.0008149147033691406
1291,'AMANTADINA',1,0,2207,225,0,0.0008530616760253906
1292,'AMBROXOLO',1,0,2207,225,0,0.000843048095703125
1293,'AMIODARONE',9,2,2199,223,0,0.0008270740509033203
1294,'AMISULPRIDE',5,0,2203,225,0,0.0008251667022705078
1295,'AMITRIPTILINA',12,2,2196,223,0,0.0008208751678466797
1296,'AMITRIPTILINA E PSICOLETTICI',7,0,2201,225,0,0.0008273124694824219
1297,'AMLODIPINA',90,22,2118,203,0,0.0008397102355957031
1298,'AMOXICILLINA',17,2,2191,223,0,0.0008387565612792969
1299,'AMOXICILLINA ED INIBITORI ENZIMATICI',189,23,2019,202,0,0.0008423328399658203
1300,'ANASTROZOLO',2,0,2206,225,0,0.00084686279296875
1301,'ANATOSSINA TETANICA',4,0,2204,225,0,0.0008339881896972656
1302,'ANTAGONISTI DEI RECETTORI ALFA-ADRENERGICI',1,0,2207,225,0,0.0008230209350585938
1303,'ANTICOLINERGICI SINTETICI IN ASSOCIAZIONE CON PSICOLETTICI',3,0,2205,225,0,0.0008158683776855469
1304,'APIXABAN',2,0,2206,225,0,0.0008530616760253906
1305,'APPARATO DIGERENTE',4,0,2204,225,0,0.0008301734924316406
1306,'APPARATO MUSCOLO SCHELETRICO',14,1,2194,224,0,0.0008313655853271484
1307,'APPARATO RESPIRATORIO',2,0,2206,225,0,0.0008258819580078125
1308,'APPARATO URO-GENITALE',6,2,2202,223,0,0.0008299350738525391
1309,'ASENAPINA',1,0,2207,225,0,0.0008141994476318359
1310,'ASSOCIAZIONI',8,0,2200,225,0,0.0008189678192138672
1311,'ASSOCIAZIONI DI DERIVATI IMIDAZOLICI',2,0,2206,225,0,0.0008540153503417969
1312,'ASSOCIAZIONI DI VITAMINE',5,1,2203,224,0,0.0008199214935302734
1313,'ATENOLOLO',37,6,2171,219,0,0.000881195068359375
1314,'ATENOLOLO ED ALTRI DIURETICI',3,1,2205,224,0,0.000827789306640625
1315,'ATORVASTATINA',59,31,2149,194,0,0.0008461475372314453
1316,'AVANAFIL',2,0,2206,225,0,0.0008418560028076172
1317,'AZATIOPRINA',2,0,2206,225,0,0.0008440017700195312
1318,'AZITROMICINA',22,0,2186,225,0,0.0008280277252197266
1319,'BACAMPICILLINA',0,1,2208,224,0,0.00084686279296875
1320,'BACLOFENE',3,0,2205,225,0,0.0008602142333984375
1321,'BARNIDIPINA',1,0,2207,225,0,0.0008299350738525391
1322,'BECLOMETASONE',43,8,2165,217,0,0.0008289813995361328
1323,'BELLADONNA E DERIVATI ASSOCIATI A PSICOLETTICI',2,0,2206,225,0,0.0008208751678466797
1324,'BENDAZAC',2,0,2206,225,0,0.0008351802825927734
1325,'BENZILPENICILLINA BENZATINICA',3,0,2205,225,0,0.0008249282836914062
1326,'BETAISTINA',16,3,2192,222,0,0.0008232593536376953
1327,'BETAMETASONE',64,4,2144,221,0,0.000827789306640625
1328,'BETAMETASONE ED ANTIBIOTICI',4,0,2204,225,0,0.000827789306640625
1329,'BETAMETASONE ED ANTIMICROBICI',2,0,2206,225,0,0.0008208751678466797
1330,'BETAXOLOLO',1,0,2207,225,0,0.0008161067962646484
1331,'BICALUTAMIDE',4,1,2204,224,0,0.0008590221405029297
1332,'BIFOSFONATI',9,1,2199,224,0,0.0008380413055419922
1333,'BILASTINA',2,0,2206,225,0,0.0008358955383300781
1334,'BIMATOPROST',8,4,2200,221,0,0.0008540153503417969
1335,'BIPERIDENE',1,0,2207,225,0,0.0008819103240966797
1336,'BISACODIL',2,0,2206,225,0,0.0008170604705810547
1337,'BISOPROLOLO',59,19,2149,206,0,0.00086212158203125
1338,'BISOPROLOLO E TIAZIDI',3,0,2205,225,0,0.0008270740509033203
1339,'BRIMONIDINA',6,1,2202,224,0,0.0008568763732910156
1340,'BRINZOLAMIDE',10,5,2198,220,0,0.0008249282836914062
1341,'BROMAZEPAM',10,2,2198,223,0,0.0008630752563476562
1342,'BROMEXINA',1,0,2207,225,0,0.0008211135864257812
1343,'BUDESONIDE',3,0,2205,225,0,0.0008289813995361328
1344,'BUPRENORFINA',1,0,2207,225,0,0.0008339881896972656
1345,'BUTILSCOPOLAMINA',7,2,2201,223,0,0.0008618831634521484
1346,'CABERGOLINA',1,0,2207,225,0,0.000843048095703125
1347,'CALCIFEDIOLO',1,0,2207,225,0,0.0008540153503417969
1348,'CALCIO (SALI DIVERSI IN ASSOCIAZIONE)',2,1,2206,224,0,0.0008268356323242188
1349,'CALCIO ASSOCIAZIONI CON VITAMINA D E/O ALTRI FARMACI',17,2,2191,223,0,0.0008440017700195312
1350,'CALCIO CARBONATO',3,0,2205,225,0,0.0008261203765869141
1351,'CALCIO LEVOFOLINATO',1,0,2207,225,0,0.0008199214935302734
1352,'CALCIPOTRIOLO',4,0,2204,225,0,0.0008530616760253906
1353,'CALCITRIOLO',4,1,2204,224,0,0.0008339881896972656
